,0,1
803,12 october 1983,1983-10-12
804,october 17 1971,1971-10-17
805,january 29 1977,1977-01-29
806,friday may 23 1997,1997-05-23
807,friday august 15 2014,2014-08-15
808,4 january 1992,1992-01-04
809,monday december 17 2007,2007-12-17
810,25 aug 2003,2003-08-25
811,24.02.14,2014-02-24
812,may 28 1982,1982-05-28
813,wednesday april 30 1986,1986-04-30
814,1 april 1988,1988-04-01
815,5 feb 1999,1999-02-05
816,saturday september 4 1971,1971-09-04
817,thursday january 10 1980,1980-01-10
818,13 apr 1978,1978-04-13
819,monday august 17 1981,1981-08-17
820,16 dec 1995,1995-12-16
821,november 22 1985,1985-11-22
822,wednesday june 1 1977,1977-06-01
823,october 24 1982,1982-10-24
824,wednesday october 1 1997,1997-10-01
825,saturday september 20 2014,2014-09-20
826,11/15/70,1970-11-15
827,15 october 1982,1982-10-15
828,monday january 25 2010,2010-01-25
829,monday may 29 2000,2000-05-29
830,august 21 1998,1998-08-21
831,10 mar 2004,2004-03-10
832,thursday july 16 1992,1992-07-16
833,wednesday may 7 2008,2008-05-07
834,12 07 96,1996-07-12
835,wednesday august 5 1998,1998-08-05
836,july 23 1988,1988-07-23
837,8 oct 1997,1997-10-08
838,sunday september 2 1973,1973-09-02
839,7/29/82,1982-07-29
840,monday august 25 2014,2014-08-25
841,sunday august 8 1976,1976-08-08
842,8 december 1994,1994-12-08
843,thursday february 24 2000,2000-02-24
844,17 october 1970,1970-10-17
845,06 dec 1990,1990-12-06
846,28 april 1973,1973-04-28
847,tuesday may 29 2001,2001-05-29
848,friday january 16 2015,2015-01-16
849,08.02.07,2007-02-08
850,sunday august 17 2014,2014-08-17
851,27 jan 1977,1977-01-27
852,3/31/05,2005-03-31
853,thursday june 1 2000,2000-06-01
854,sunday july 25 1999,1999-07-25
855,tuesday december 12 1978,1978-12-12
856,monday november 6 1972,1972-11-06
857,monday october 27 1975,1975-10-27
858,saturday april 4 1981,1981-04-04
859,friday july 11 1980,1980-07-11
860,11.11.99,1999-11-11
861,29 jul 2008,2008-07-29
862,october 31 1999,1999-10-31
863,11/13/71,1971-11-13
864,wednesday august 28 1991,1991-08-28
865,13 jan 1998,1998-01-13
866,27 march 1992,1992-03-27
867,17 may 1993,1993-05-17
868,15 feb 1998,1998-02-15
869,sunday march 16 2008,2008-03-16
870,19 mar 2007,2007-03-19
871,tuesday april 1 2003,2003-04-01
872,20 dec 1987,1987-12-20
873,wednesday march 20 2013,2013-03-20
874,28 dec 1991,1991-12-28
875,nov 8 1998,1998-11-08
876,friday june 6 1975,1975-06-06
877,19 march 1982,1982-03-19
878,december 2 1986,1986-12-02
879,april 11 2003,2003-04-11
880,friday october 18 2002,2002-10-18
881,monday december 8 2008,2008-12-08
882,16 june 2006,2006-06-16
883,1/21/76,1976-01-21
884,tuesday january 12 1993,1993-01-12
885,apr 18 1988,1988-04-18
886,4 january 2007,2007-01-04
887,october 15 1991,1991-10-15
888,4 november 2002,2002-11-04
889,30 july 1993,1993-07-30
890,saturday july 7 2007,2007-07-07
891,1 feb 1991,1991-02-01
892,2 january 2017,2017-01-02
893,5 mar 2006,2006-03-05
894,monday january 10 1994,1994-01-10
895,feb 12 2017,2017-02-12
896,may 21 1982,1982-05-21
897,tuesday january 19 1993,1993-01-19
898,wednesday january 29 1975,1975-01-29
899,15 december 1976,1976-12-15
900,06 mar 2001,2001-03-06
901,6 july 1999,1999-07-06
902,4/10/01,2001-04-10
903,thursday september 7 2000,2000-09-07
904,1 feb 2009,2009-02-01
905,saturday november 19 1983,1983-11-19
906,sunday january 24 1999,1999-01-24
907,11 mar 1985,1985-03-11
908,9 september 2016,2016-09-09
909,30 june 1986,1986-06-30
910,13 jan 1994,1994-01-13
911,wednesday april 4 2001,2001-04-04
912,2 october 1991,1991-10-02
913,friday august 27 1999,1999-08-27
914,8 sep 1997,1997-09-08
915,september 27 2005,2005-09-27
916,thursday august 12 1976,1976-08-12
917,thursday september 2 1971,1971-09-02
918,20 may 2018,2018-05-20
919,01 jan 1994,1994-01-01
920,14.06.16,2016-06-14
921,16 oct 1999,1999-10-16
922,13 july 1971,1971-07-13
923,may 5 2015,2015-05-05
924,thursday july 10 1986,1986-07-10
925,thursday april 30 2015,2015-04-30
926,26 july 1972,1972-07-26
927,saturday september 29 1979,1979-09-29
928,26 may 1995,1995-05-26
929,saturday october 24 2009,2009-10-24
930,16 september 2012,2012-09-16
931,monday january 5 1970,1970-01-05
932,april 15 1983,1983-04-15
933,6 october 1971,1971-10-06
934,monday october 16 1989,1989-10-16
935,february 26 2016,2016-02-26
936,friday december 20 1996,1996-12-20
937,tuesday february 10 2004,2004-02-10
938,january 3 2014,2014-01-03
939,wednesday april 7 1982,1982-04-07
940,31 august 1983,1983-08-31
941,14 dec 2016,2016-12-14
942,21 july 1992,1992-07-21
943,12 august 1991,1991-08-12
944,24.03.93,1993-03-24
945,september 26 1998,1998-09-26
946,30 aug 1986,1986-08-30
947,sunday february 27 1983,1983-02-27
948,10 oct 2001,2001-10-10
949,saturday february 28 1970,1970-02-28
950,november 13 1985,1985-11-13
951,friday july 26 1985,1985-07-26
952,monday august 31 2009,2009-08-31
953,9 october 1985,1985-10-09
954,saturday march 4 2000,2000-03-04
955,5 jan 1982,1982-01-05
956,16 oct 1972,1972-10-16
957,27 feb 2018,2018-02-27
958,saturday september 29 2001,2001-09-29
959,6/10/79,1979-06-10
960,march 31 1979,1979-03-31
961,monday september 24 2001,2001-09-24
962,26.02.05,2005-02-26
963,april 20 2015,2015-04-20
964,30 december 1993,1993-12-30
965,10/19/11,2011-10-19
966,june 18 1985,1985-06-18
967,wednesday december 4 1991,1991-12-04
968,january 6 1972,1972-01-06
969,sep 14 1976,1976-09-14
970,wednesday october 15 1980,1980-10-15
971,saturday february 17 1979,1979-02-17
972,06 may 1978,1978-05-06
973,13 may 2018,2018-05-13
974,3/8/78,1978-03-08
975,friday may 8 1992,1992-05-08
976,7/8/10,2010-07-08
977,friday july 30 1999,1999-07-30
978,may 17 2009,2009-05-17
979,saturday august 8 1992,1992-08-08
980,21 jun 2014,2014-06-21
981,1 august 2004,2004-08-01
982,saturday october 2 1993,1993-10-02
983,sunday may 6 1984,1984-05-06
984,march 29 1996,1996-03-29
985,friday november 7 1975,1975-11-07
986,saturday january 9 1999,1999-01-09
987,tuesday june 14 1983,1983-06-14
988,2 apr 2000,2000-04-02
989,wednesday february 8 1984,1984-02-08
990,thursday december 15 1977,1977-12-15
991,12 november 1980,1980-11-12
992,9/3/13,2013-09-03
993,tuesday december 22 1981,1981-12-22
994,thursday november 8 2007,2007-11-08
995,27 apr 1995,1995-04-27
996,saturday august 6 1977,1977-08-06
997,17 june 1978,1978-06-17
998,31.10.13,2013-10-31
999,friday september 16 1988,1988-09-16
1000,sep 15 1979,1979-09-15
1001,march 7 1993,1993-03-07
1002,18 february 1985,1985-02-18
1003,saturday june 12 2004,2004-06-12
1004,monday july 21 2008,2008-07-21
1005,14 july 2002,2002-07-14
1006,1 jan 1972,1972-01-01
1007,january 22 1988,1988-01-22
1008,monday december 5 1988,1988-12-05
1009,24 02 03,2003-02-24
1010,wednesday august 19 1992,1992-08-19
1011,friday january 9 1970,1970-01-09
1012,4/29/92,1992-04-29
1013,sunday june 6 2004,2004-06-06
1014,friday october 17 2014,2014-10-17
1015,thursday march 6 2008,2008-03-06
1016,monday october 11 1971,1971-10-11
1017,november 21 1994,1994-11-21
1018,saturday june 4 2011,2011-06-04
1019,monday april 2 2018,2018-04-02
1020,14 07 86,1986-07-14
1021,5 jul 1971,1971-07-05
1022,15 apr 1974,1974-04-15
1023,monday may 14 2018,2018-05-14
1024,3 june 2010,2010-06-03
1025,18 sep 1981,1981-09-18
1026,tuesday november 20 1984,1984-11-20
1027,thursday august 18 1994,1994-08-18
1028,friday november 24 1989,1989-11-24
1029,july 14 2000,2000-07-14
1030,1 jul 2001,2001-07-01
1031,tuesday march 7 1972,1972-03-07
1032,1 july 1972,1972-07-01
1033,friday april 8 2016,2016-04-08
1034,saturday april 2 2005,2005-04-02
1035,friday october 18 1974,1974-10-18
1036,16 april 2008,2008-04-16
1037,wednesday june 18 2008,2008-06-18
1038,10 april 1976,1976-04-10
1039,thursday october 31 1991,1991-10-31
1040,monday november 19 1984,1984-11-19
1041,saturday april 17 2010,2010-04-17
1042,21 december 1998,1998-12-21
1043,saturday february 1 1992,1992-02-01
1044,wednesday march 16 2005,2005-03-16
1045,friday january 29 1971,1971-01-29
1046,sunday january 10 2010,2010-01-10
1047,7 may 1977,1977-05-07
1048,07 oct 2007,2007-10-07
1049,04 sep 1983,1983-09-04
1050,3/22/12,2012-03-22
1051,thursday april 20 2017,2017-04-20
1052,wednesday july 18 1990,1990-07-18
1053,28 apr 1979,1979-04-28
1054,sunday february 4 1979,1979-02-04
1055,8/12/98,1998-08-12
1056,saturday november 7 2009,2009-11-07
1057,25.01.18,2018-01-25
1058,7 mar 1983,1983-03-07
1059,november 24 2001,2001-11-24
1060,11 june 1992,1992-06-11
1061,3/11/81,1981-03-11
1062,08.07.98,1998-07-08
1063,saturday march 4 1995,1995-03-04
1064,21 12 78,1978-12-21
1065,may 24 1994,1994-05-24
1066,monday april 22 1985,1985-04-22
1067,6/1/00,2000-06-01
1068,march 2 1999,1999-03-02
1069,september 6 2003,2003-09-06
1070,18 07 90,1990-07-18
1071,sunday december 28 1986,1986-12-28
1072,wednesday march 31 1999,1999-03-31
1073,monday september 22 1975,1975-09-22
1074,19.10.86,1986-10-19
1075,wednesday february 25 1998,1998-02-25
1076,3 july 1982,1982-07-03
1077,23 november 2006,2006-11-23
1078,aug 18 2009,2009-08-18
1079,aug 11 2013,2013-08-11
1080,november 8 2004,2004-11-08
1081,31 aug 1970,1970-08-31
1082,april 5 2011,2011-04-05
1083,05 feb 1993,1993-02-05
1084,17 sep 1988,1988-09-17
1085,december 28 2002,2002-12-28
1086,monday october 26 1970,1970-10-26
1087,tuesday may 24 2016,2016-05-24
1088,21 apr 1991,1991-04-21
1089,15 feb 1999,1999-02-15
1090,friday july 3 1987,1987-07-03
1091,30 nov 2002,2002-11-30
1092,5/27/77,1977-05-27
1093,25 may 1987,1987-05-25
1094,wednesday december 16 1992,1992-12-16
1095,31 august 1984,1984-08-31
1096,friday february 23 2007,2007-02-23
1097,17 08 17,2017-08-17
1098,july 2 1970,1970-07-02
1099,friday august 14 1970,1970-08-14
1100,tuesday march 25 2014,2014-03-25
1101,wednesday may 23 2018,2018-05-23
1102,15 jun 1995,1995-06-15
1103,23 feb 1979,1979-02-23
1104,november 5 1980,1980-11-05
1105,friday july 30 1982,1982-07-30
1106,24 october 2014,2014-10-24
1107,saturday december 15 1990,1990-12-15
1108,sunday may 25 1997,1997-05-25
1109,3 aug 2004,2004-08-03
1110,tuesday may 30 2017,2017-05-30
1111,tuesday march 30 1976,1976-03-30
1112,monday october 30 2000,2000-10-30
1113,thursday may 13 2010,2010-05-13
1114,4 october 1975,1975-10-04
1115,may 30 1994,1994-05-30
1116,23 nov 1995,1995-11-23
1117,20.06.77,1977-06-20
1118,26 jun 2008,2008-06-26
1119,03.08.08,2008-08-03
1120,15.08.98,1998-08-15
1121,saturday february 22 1975,1975-02-22
1122,thursday december 10 2015,2015-12-10
1123,20 may 1977,1977-05-20
1124,january 7 2018,2018-01-07
1125,thursday december 13 2007,2007-12-13
1126,2 jun 1981,1981-06-02
1127,saturday june 10 1972,1972-06-10
1128,6 november 2015,2015-11-06
1129,15 feb 1981,1981-02-15
1130,13 may 1991,1991-05-13
1131,16 nov 1973,1973-11-16
1132,6/22/83,1983-06-22
1133,3 12 86,1986-12-03
1134,sunday july 25 2004,2004-07-25
1135,17.04.17,2017-04-17
1136,thursday september 21 2017,2017-09-21
1137,04 apr 2011,2011-04-04
1138,5/18/84,1984-05-18
1139,july 12 2014,2014-07-12
1140,sunday november 18 2012,2012-11-18
1141,24 nov 2010,2010-11-24
1142,monday july 4 1977,1977-07-04
1143,06 jul 2014,2014-07-06
1144,friday september 8 2017,2017-09-08
1145,monday march 24 1997,1997-03-24
1146,friday march 14 1980,1980-03-14
1147,saturday february 7 2015,2015-02-07
1148,23 february 1995,1995-02-23
1149,may 7 2017,2017-05-07
1150,10/20/95,1995-10-20
1151,4/20/89,1989-04-20
1152,23 december 2015,2015-12-23
1153,december 3 1974,1974-12-03
1154,thursday september 9 1971,1971-09-09
1155,sunday april 26 1992,1992-04-26
1156,tuesday august 13 1991,1991-08-13
1157,tuesday january 2 2001,2001-01-02
1158,october 28 1976,1976-10-28
1159,friday november 23 1990,1990-11-23
1160,thursday february 12 1970,1970-02-12
1161,29 jun 1983,1983-06-29
1162,november 2 1988,1988-11-02
1163,july 1 1995,1995-07-01
1164,11 january 1972,1972-01-11
1165,08 mar 1988,1988-03-08
1166,august 23 1994,1994-08-23
1167,thursday august 16 2012,2012-08-16
1168,sunday june 7 1970,1970-06-07
1169,march 7 2000,2000-03-07
1170,friday september 18 1998,1998-09-18
1171,12 dec 2004,2004-12-12
1172,18 dec 2002,2002-12-18
1173,24 oct 1970,1970-10-24
1174,november 1 2004,2004-11-01
1175,november 2 1977,1977-11-02
1176,saturday october 26 1974,1974-10-26
1177,october 14 2005,2005-10-14
1178,17 june 2008,2008-06-17
1179,saturday june 12 1976,1976-06-12
1180,dec 21 1996,1996-12-21
1181,march 16 1989,1989-03-16
1182,wednesday december 22 1976,1976-12-22
1183,tuesday august 20 2013,2013-08-20
1184,jul 2 1995,1995-07-02
1185,saturday august 21 1999,1999-08-21
1186,wednesday april 28 1976,1976-04-28
1187,11 may 2009,2009-05-11
1188,june 30 1993,1993-06-30
1189,may 9 1998,1998-05-09
1190,9 09 74,1974-09-09
1191,21.05.92,1992-05-21
1192,sunday august 20 2006,2006-08-20
1193,26 march 2017,2017-03-26
1194,30 march 1970,1970-03-30
1195,21 08 11,2011-08-21
1196,wednesday july 6 2005,2005-07-06
1197,29 november 1992,1992-11-29
1198,may 1 1971,1971-05-01
1199,saturday may 21 1983,1983-05-21
1200,tuesday november 11 1997,1997-11-11
1201,april 25 2006,2006-04-25
1202,monday november 3 2014,2014-11-03
1203,march 20 1976,1976-03-20
1204,tuesday june 25 1991,1991-06-25
1205,march 31 2007,2007-03-31
1206,saturday february 20 1988,1988-02-20
1207,august 15 1992,1992-08-15
1208,march 13 2016,2016-03-13
1209,5/28/90,1990-05-28
1210,monday july 13 1970,1970-07-13
1211,tuesday january 14 2003,2003-01-14
1212,31 may 1982,1982-05-31
1213,thursday may 3 1973,1973-05-03
1214,wednesday april 3 1996,1996-04-03
1215,8/17/89,1989-08-17
1216,saturday may 15 1982,1982-05-15
1217,wednesday april 6 2011,2011-04-06
1218,thursday november 27 1975,1975-11-27
1219,13.12.75,1975-12-13
1220,3/31/86,1986-03-31
1221,friday july 1 2005,2005-07-01
1222,wednesday may 18 1988,1988-05-18
1223,15 october 2016,2016-10-15
1224,10/13/96,1996-10-13
1225,28 september 1970,1970-09-28
1226,5 apr 1996,1996-04-05
1227,28.02.04,2004-02-28
1228,8 may 1996,1996-05-08
1229,11 apr 1989,1989-04-11
1230,1/8/75,1975-01-08
1231,26 jul 1973,1973-07-26
1232,wednesday june 2 1976,1976-06-02
1233,october 28 1977,1977-10-28
1234,3 jun 2013,2013-06-03
1235,26 sep 1975,1975-09-26
1236,sunday november 17 1985,1985-11-17
1237,saturday april 12 1980,1980-04-12
1238,saturday february 14 1970,1970-02-14
1239,thursday september 29 2016,2016-09-29
1240,31 october 1986,1986-10-31
1241,friday july 1 1983,1983-07-01
1242,21.11.13,2013-11-21
1243,6 aug 1982,1982-08-06
1244,december 30 1993,1993-12-30
1245,18 jul 2014,2014-07-18
1246,tuesday september 24 1991,1991-09-24
1247,14 jan 1975,1975-01-14
1248,february 26 1986,1986-02-26
1249,monday may 31 1971,1971-05-31
1250,16 january 1996,1996-01-16
1251,april 26 1994,1994-04-26
1252,5/5/75,1975-05-05
1253,10 08 01,2001-08-10
1254,20 may 1983,1983-05-20
1255,thursday november 19 1987,1987-11-19
1256,3/19/07,2007-03-19
1257,friday january 11 2002,2002-01-11
1258,15 apr 2014,2014-04-15
1259,4 february 1984,1984-02-04
1260,october 1 1998,1998-10-01
1261,may 26 1978,1978-05-26
1262,friday september 16 1983,1983-09-16
1263,10 november 1998,1998-11-10
1264,tuesday march 14 2000,2000-03-14
1265,wednesday november 11 2009,2009-11-11
1266,february 27 1991,1991-02-27
1267,monday july 30 2001,2001-07-30
1268,8/21/86,1986-08-21
1269,30 jul 1997,1997-07-30
1270,monday december 5 1994,1994-12-05
1271,feb 15 2005,2005-02-15
1272,thursday april 16 1987,1987-04-16
1273,tuesday october 19 2010,2010-10-19
1274,october 3 1996,1996-10-03
1275,friday june 5 1998,1998-06-05
1276,22 10 07,2007-10-22
1277,25.11.12,2012-11-25
1278,07.03.76,1976-03-07
1279,september 17 1970,1970-09-17
1280,july 30 1992,1992-07-30
1281,30.10.77,1977-10-30
1282,monday march 2 1987,1987-03-02
1283,2 nov 1988,1988-11-02
1284,friday december 24 2004,2004-12-24
1285,july 4 1988,1988-07-04
1286,thursday april 10 2014,2014-04-10
1287,4/19/79,1979-04-19
1288,wednesday may 19 2004,2004-05-19
1289,31 dec 2014,2014-12-31
1290,tuesday july 11 2017,2017-07-11
1291,tuesday march 23 1999,1999-03-23
1292,november 22 2000,2000-11-22
1293,sep 11 2013,2013-09-11
1294,friday october 16 1987,1987-10-16
1295,saturday december 6 1975,1975-12-06
1296,13 may 1996,1996-05-13
1297,04.08.87,1987-08-04
1298,june 25 1987,1987-06-25
1299,monday september 22 1997,1997-09-22
1300,tuesday may 4 1971,1971-05-04
1301,9/23/04,2004-09-23
1302,april 20 2006,2006-04-20
1303,monday january 30 2006,2006-01-30
1304,friday november 15 1991,1991-11-15
1305,5 april 1996,1996-04-05
1306,saturday august 19 1989,1989-08-19
1307,friday october 31 1980,1980-10-31
1308,12 october 1992,1992-10-12
1309,tuesday april 6 2010,2010-04-06
1310,june 30 1981,1981-06-30
1311,thursday april 24 1986,1986-04-24
1312,10/28/80,1980-10-28
1313,wednesday october 26 1994,1994-10-26
1314,sunday december 25 1977,1977-12-25
1315,june 25 1994,1994-06-25
1316,7 december 1982,1982-12-07
1317,saturday december 6 1986,1986-12-06
1318,thursday december 18 1997,1997-12-18
1319,12 october 2009,2009-10-12
1320,15 sep 1979,1979-09-15
1321,21 january 1994,1994-01-21
1322,monday december 17 1973,1973-12-17
1323,26 feb 2000,2000-02-26
1324,friday march 8 2013,2013-03-08
1325,monday november 8 2010,2010-11-08
1326,13 jun 1994,1994-06-13
1327,8 april 2018,2018-04-08
1328,13 feb 1975,1975-02-13
1329,wednesday march 30 2005,2005-03-30
1330,8 september 2016,2016-09-08
1331,sunday november 7 1971,1971-11-07
1332,wednesday october 29 2003,2003-10-29
1333,wednesday november 11 2015,2015-11-11
1334,25 jun 2017,2017-06-25
1335,thursday december 26 2002,2002-12-26
1336,11.10.75,1975-10-11
1337,21 11 80,1980-11-21
1338,friday august 24 1990,1990-08-24
1339,15 jan 2011,2011-01-15
1340,3 february 1983,1983-02-03
1341,18 february 2015,2015-02-18
1342,june 19 2006,2006-06-19
1343,3/27/90,1990-03-27
1344,wednesday january 9 1985,1985-01-09
1345,friday august 3 1990,1990-08-03
1346,sunday august 6 1978,1978-08-06
1347,wednesday august 30 2006,2006-08-30
1348,17 dec 1999,1999-12-17
1349,thursday august 7 1980,1980-08-07
1350,20 september 1975,1975-09-20
1351,monday may 23 1994,1994-05-23
1352,23 jan 1975,1975-01-23
1353,june 13 1971,1971-06-13
1354,march 12 1982,1982-03-12
1355,28 may 2008,2008-05-28
1356,20 september 1978,1978-09-20
1357,18 july 1973,1973-07-18
1358,wednesday january 28 1976,1976-01-28
1359,january 6 2005,2005-01-06
1360,saturday july 31 1982,1982-07-31
1361,monday may 3 1993,1993-05-03
1362,sunday february 25 2018,2018-02-25
1363,24 sep 2010,2010-09-24
1364,12/25/91,1991-12-25
1365,7 aug 1975,1975-08-07
1366,9 march 1971,1971-03-09
1367,15 may 1975,1975-05-15
1368,monday october 9 2017,2017-10-09
1369,monday february 12 1990,1990-02-12
1370,sunday january 7 1996,1996-01-07
1371,sunday december 31 1978,1978-12-31
1372,tuesday december 28 1999,1999-12-28
1373,22 nov 1990,1990-11-22
1374,monday june 11 2001,2001-06-11
1375,thursday january 14 1999,1999-01-14
1376,monday may 11 1987,1987-05-11
1377,monday april 8 2002,2002-04-08
1378,wednesday september 17 1980,1980-09-17
1379,friday october 6 1978,1978-10-06
1380,monday november 17 1975,1975-11-17
1381,wednesday november 25 2015,2015-11-25
1382,24 apr 1997,1997-04-24
1383,26 feb 2007,2007-02-26
1384,saturday march 23 1996,1996-03-23
1385,thursday april 22 1993,1993-04-22
1386,jul 30 1997,1997-07-30
1387,6 may 1996,1996-05-06
1388,23 september 1973,1973-09-23
1389,31 01 70,1970-01-31
1390,sunday may 7 2017,2017-05-07
1391,february 4 1987,1987-02-04
1392,april 22 2012,2012-04-22
1393,1 feb 1989,1989-02-01
1394,february 13 1987,1987-02-13
1395,7/14/70,1970-07-14
